Candle: The Power of the Flame,14.99,16.99,29.99,819335020191,50773,https://www.pricecharting.com/game/nintendo-switch/candle-the-power-of-the-flame 
Captain Toad: Treasure Tracker,24.99,24.99,34.99,045496592967,47059,https://www.pricecharting.com/game/nintendo-switch/captain-toad-treasure-tracker 
Captain Tsubasa: Rise of New Champions,19.99,44.99,49.99,722674840361,152954,https://www.pricecharting.com/game/nintendo-switch/captain-tsubasa-rise-of-new-champions 
Carnival Games,9.99,10.99,14.99,710425551574710425551581,53698,https://www.pricecharting.com/game/nintendo-switch/carnival-games 
Carrion,34.99,39.99,49.99,,98559,https://www.pricecharting.com/game/nintendo-switch/carrion 
Carrion Signature Edition,389.99,454.99,589.99,,134228,https://www.pricecharting.com/game/nintendo-switch/carrion-signature-edition 
Carrion Special Reserve,49.99,54.99,64.99,,134229,https://www.pricecharting.com/game/nintendo-switch/carrion-special-reserve 
Cars 3 Driven to Win,10.99,11.99,15.99,883929589036883929589203,37756,https://www.pricecharting.com/game/nintendo-switch/cars-3-driven-to-win 
Carto,ND,ND,ND,850021640361,2253682,https://www.pricecharting.com/game/nintendo-switch/carto 
Cartoon Network Battle Crashers,9.99,10.99,14.99,834656000455,40387,https://www.pricecharting.com/game/nintendo-switch/cartoon-network-battle-crashers 
Castlevania Anniversary Collection,ND,ND,ND,819976026033,2158223,https://www.pricecharting.com/game/nintendo-switch/castlevania-anniversary-collection 
Castlevania Anniversary Collection Bloodlines Edition,ND,ND,ND,,2244932,https://www.pricecharting.com/game/nintendo-switch/castlevania-anniversary-collection-bloodlines-edition 
Castlevania Anniversary Collection Classic Edition,ND,ND,ND,,2244935,https://www.pricecharting.com/game/nintendo-switch/castlevania-anniversary-collection-classic-edition 
Castlevania Anniversary Collection Ultimate Edition,ND,ND,ND,,2241082,https://www.pricecharting.com/game/nintendo-switch/castlevania-anniversary-collection-ultimate-edition 
Cat Quest,19.99,29.99,34.99,814737020466,52133,https://www.pricecharting.com/game/nintendo-switch/cat-quest 
Cat Quest + Cat Quest II Pawsome Pack,19.99,29.99,29.99,814737021036,117515,https://www.pricecharting.com/game/nintendo-switch/cat-quest-+-cat-quest-ii-pawsome-pack 
Catherine: Full Body,19.99,19.99,24.99,730865220298,90968,https://www.pricecharting.com/game/nintendo-switch/catherine-full-body 
Cave Story+,19.99,29.99,39.99,867528000338,37802,https://www.pricecharting.com/game/nintendo-switch/cave-story+ 
Celeste,64.99,74.99,104.99,819976021953,65267,https://www.pricecharting.com/game/nintendo-switch/celeste 
Celeste Best Buy,ND,ND,ND,,3103338,https://www.pricecharting.com/game/nintendo-switch/celeste-best-buy 
Celeste Collector's Edition,169.99,194.99,284.99,,66538,https://www.pricecharting.com/game/nintendo-switch/celeste-collector's-edition 
Chasm,ND,ND,ND,819976024855,1427753,https://www.pricecharting.com/game/nintendo-switch/chasm 
Chasm Classic Edition,ND,ND,ND,,1431194,https://www.pricecharting.com/game/nintendo-switch/chasm-classic-edition 
Chess Ultra,ND,ND,ND,814290017064,2158384,https://www.pricecharting.com/game/nintendo-switch/chess-ultra 
Chicken Police: Paint it Red,ND,ND,ND,811994022998,2253679,https://www.pricecharting.com/game/nintendo-switch/chicken-police-paint-it-red 
Chicken Range,12.99,13.99,19.99,850017102187,1341212,https://www.pricecharting.com/game/nintendo-switch/chicken-range 
Chicken Range Gun Bundle,16.99,24.99,24.99,,1341213,https://www.pricecharting.com/game/nintendo-switch/chicken-range-gun-bundle 
Child of Light Ultimate Edition + Valiant Hearts: The Great War,19.99,24.99,34.99,887256039417,55807,https://www.pricecharting.com/game/nintendo-switch/child-of-light-ultimate-edition-+-valiant-hearts-the-great-war 
Children of Morta,19.99,24.99,34.99,819335020443,66670,https://www.pricecharting.com/game/nintendo-switch/children-of-morta 
Chocobo's Mystery Dungeon: Every Buddy,39.99,39.99,49.99,,576459,https://www.pricecharting.com/game/nintendo-switch/chocobo's-mystery-dungeon-every-buddy 
Chronos: Before the Ashes,14.99,19.99,19.99,811994022660,403960,https://www.pricecharting.com/game/nintendo-switch/chronos-before-the-ashes 
Cities Skylines,29.99,34.99,39.99,816819016268,62433,https://www.pricecharting.com/game/nintendo-switch/cities-skylines 
Civilization VI,8.99,9.99,12.99,710425553677710425553684,53764,https://www.pricecharting.com/game/nintendo-switch/civilization-vi 
Clannad,59.99,64.99,94.99,819976023964,71880,https://www.pricecharting.com/game/nintendo-switch/clannad 
Clannad Collector's Edition,134.99,154.99,184.99,,162160,https://www.pricecharting.com/game/nintendo-switch/clannad-collector's-edition 
Clockwork Aquario,ND,ND,ND,,2963747,https://www.pricecharting.com/game/nintendo-switch/clockwork-aquario 
Close to the Sun,9.99,10.99,14.99,810810030285,65615,https://www.pricecharting.com/game/nintendo-switch/close-to-the-sun 
Cloudpunk,19.99,19.99,29.99,819335020689,200130,https://www.pricecharting.com/game/nintendo-switch/cloudpunk 
Clubhouse Games: 51 Worldwide Classics,24.99,29.99,34.99,045496596781,72380,https://www.pricecharting.com/game/nintendo-switch/clubhouse-games-51-worldwide-classics 
Cobra Kai: The Karate Kid Saga Continues,16.99,19.99,24.99,,156173,https://www.pricecharting.com/game/nintendo-switch/cobra-kai-the-karate-kid-saga-continues 
Code Realize Wintertide Miracles,39.99,44.99,54.99,853736006958,1381937,https://www.pricecharting.com/game/nintendo-switch/code-realize-wintertide-miracles 
Code Realize Wintertide Miracles Limited Edition,ND,ND,ND,853736006965,1708931,https://www.pricecharting.com/game/nintendo-switch/code-realize-wintertide-miracles-limited-edition 
Code of Princess EX,54.99,79.99,104.99,852961008027,47107,https://www.pricecharting.com/game/nintendo-switch/code-of-princess-ex 
Code: Realize Future Blessings,19.99,24.99,29.99,853736006767,70916,https://www.pricecharting.com/game/nintendo-switch/code-realize-future-blessings 
Code: Realize Future Blessings Day One Edition,29.99,34.99,54.99,853736006897,185968,https://www.pricecharting.com/game/nintendo-switch/code-realize-future-blessings-day-one-edition 
Code: Realize Guardian of Rebirth,24.99,24.99,29.99,853736006750,68696,https://www.pricecharting.com/game/nintendo-switch/code-realize-guardian-of-rebirth 
Code: Realize Guardian of Rebirth Collector's Edition,39.99,44.99,119.99,853736006859,68678,https://www.pricecharting.com/game/nintendo-switch/code-realize-guardian-of-rebirth-collector's-edition 
Collar X Malice,29.99,29.99,34.99,853736006774,78830,https://www.pricecharting.com/game/nintendo-switch/collar-x-malice 
Collar X Malice: Unlimited,24.99,34.99,44.99,853736006781,142904,https://www.pricecharting.com/game/nintendo-switch/collar-x-malice-unlimited 
Collar x Malice Unlimited Limited Edition,ND,ND,ND,853736006934,2183170,https://www.pricecharting.com/game/nintendo-switch/collar-x-malice-unlimited-limited-edition 
Collection of Mana,15.99,16.99,19.99,662248922553662248922560,62385,https://www.pricecharting.com/game/nintendo-switch/collection-of-mana 
Colors Live,ND,ND,ND,812303016097,2291001,https://www.pricecharting.com/game/nintendo-switch/colors-live 
Commandos 2 HD Remaster,16.99,19.99,24.99,816819018231,715766,https://www.pricecharting.com/game/nintendo-switch/commandos-2-hd-remaster 
Connectank,ND,ND,ND,,2836892,https://www.pricecharting.com/game/nintendo-switch/connectank 
Constructor Plus,11.99,14.99,17.99,813598020202,62493,https://www.pricecharting.com/game/nintendo-switch/constructor-plus 
Contra Rogue Corps,15.99,19.99,24.99,083717271048,63778,https://www.pricecharting.com/game/nintendo-switch/contra-rogue-corps 
Cooking Mama: Cookstar,19.99,24.99,29.99,860000154147,70280,https://www.pricecharting.com/game/nintendo-switch/cooking-mama-cookstar 
Corpse Killer 25th Anniversary Edition,ND,ND,ND,819976025999819976025104,2529434,https://www.pricecharting.com/game/nintendo-switch/corpse-killer-25th-anniversary-edition 
Cosmic Star Heroine,34.99,49.99,54.99,819976021120,54397,https://www.pricecharting.com/game/nintendo-switch/cosmic-star-heroine 
Cotton Reboot,ND,ND,ND,850010758282,2164927,https://www.pricecharting.com/game/nintendo-switch/cotton-reboot 
Crash Bandicoot 4: It's About Time,ND,ND,ND,047875101814,1563584,https://www.pricecharting.com/game/nintendo-switch/crash-bandicoot-4-it's-about-time 
Crash Bandicoot N. Sane Trilogy,19.99,19.99,24.99,047875881990047875882003,47057,https://www.pricecharting.com/game/nintendo-switch/crash-bandicoot-n-sane-trilogy 
Crash Bandicoot N. Sane Trilogy Controller Bundle,44.99,49.99,64.99,047875883109,53883,https://www.pricecharting.com/game/nintendo-switch/crash-bandicoot-n-sane-trilogy-controller-bundle 
Crash Team Racing: Nitro Fueled,15.99,16.99,19.99,047875883987,59597,https://www.pricecharting.com/game/nintendo-switch/crash-team-racing-nitro-fueled 
Crash Team Racing: Nitro Fueled Nitros Oxide,19.99,24.99,39.99,047875884083,66867,https://www.pricecharting.com/game/nintendo-switch/crash-team-racing-nitro-fueled-nitros-oxide 
Crayola Scoot,12.99,12.99,19.99,819338020488,52167,https://www.pricecharting.com/game/nintendo-switch/crayola-scoot 
Creature in the Well,29.99,34.99,39.99,850971008822,1179924,https://www.pricecharting.com/game/nintendo-switch/creature-in-the-well 
Creature in the Well iam8bit Cover,ND,ND,ND,850971008846,2253088,https://www.pricecharting.com/game/nintendo-switch/creature-in-the-well-iam8bit-cover 
Cris Tales,ND,ND,ND,814290015343,2245544,https://www.pricecharting.com/game/nintendo-switch/cris-tales 
Cris Tales Collector's Edition,ND,ND,ND,,2254396,https://www.pricecharting.com/game/nintendo-switch/cris-tales-collector's-edition 
Crosscode,24.99,24.99,34.99,850010758084,347430,https://www.pricecharting.com/game/nintendo-switch/crosscode 
Crossing Souls,ND,ND,ND,,2253100,https://www.pricecharting.com/game/nintendo-switch/crossing-souls 
Crossing Souls Signature Edition,ND,ND,ND,,2594679,https://www.pricecharting.com/game/nintendo-switch/crossing-souls-signature-edition 
Cruis'n Blast,ND,ND,ND,856131008800,2266842,https://www.pricecharting.com/game/nintendo-switch/cruis'n-blast 
Crypt of the NecroDancer,19.99,24.99,29.99,812303015472,1317360,https://www.pricecharting.com/game/nintendo-switch/crypt-of-the-necrodancer 
Crypt of the NecroDancer Collector's Edition,24.99,29.99,44.99,812303015496,1317361,https://www.pricecharting.com/game/nintendo-switch/crypt-of-the-necrodancer-collector's-edition 
Crysis 2 Remastered,ND,ND,ND,884095202422,2877447,https://www.pricecharting.com/game/nintendo-switch/crysis-2-remastered 
Crysis 3 Remastered,ND,ND,ND,884095202439,2988187,https://www.pricecharting.com/game/nintendo-switch/crysis-3-remastered 
Crysis Remastered,ND,ND,ND,884095200817884095200824,2593701,https://www.pricecharting.com/game/nintendo-switch/crysis-remastered 
Crystal Crisis Launch Edition,15.99,17.99,24.99,852961008041,58593,https://www.pricecharting.com/game/nintendo-switch/crystal-crisis-launch-edition 
Cthulhu Saves Christmas,39.99,44.99,49.99,819976024589,727037,https://www.pricecharting.com/game/nintendo-switch/cthulhu-saves-christmas 
Cuphead Wireless Controller,ND,ND,ND,,1665357,https://www.pricecharting.com/game/nintendo-switch/cuphead-wireless-controller 
Cupid Parasite,ND,ND,ND,819245020762,2740982,https://www.pricecharting.com/game/nintendo-switch/cupid-parasite 
Cupid Parasite Limited Edition,ND,ND,ND,,2645782,https://www.pricecharting.com/game/nintendo-switch/cupid-parasite-limited-edition 
Cursed Castilla EX Collector's Edition,ND,ND,ND,,2932699,https://www.pricecharting.com/game/nintendo-switch/cursed-castilla-ex-collector's-edition 
Curved Space,ND,ND,ND,814290017156,2245526,https://www.pricecharting.com/game/nintendo-switch/curved-space 
Cytus Alpha,34.99,44.99,59.99,897790002211,58430,https://www.pricecharting.com/game/nintendo-switch/cytus-alpha 
DARQ: Complete Edition,ND,ND,ND,819976026842,2836984,https://www.pricecharting.com/game/nintendo-switch/darq-complete-edition 
DC Super Hero Girls: Teen Power,ND,ND,ND,045496597573,2070595,https://www.pricecharting.com/game/nintendo-switch/dc-super-hero-girls-teen-power 
DOOM: The Classics Collection,ND,ND,ND,819976025555,1873635,https://www.pricecharting.com/game/nintendo-switch/doom-the-classics-collection 
DOOM: The Classics Collection Collector's Edition,ND,ND,ND,,2172550,https://www.pricecharting.com/game/nintendo-switch/doom-the-classics-collection-collector's-edition 
DOOM: The Classics Collection Special Edition,ND,ND,ND,,2172549,https://www.pricecharting.com/game/nintendo-switch/doom-the-classics-collection-special-edition 
Daemon X Machina,24.99,24.99,34.99,045496594404045496597023,63646,https://www.pricecharting.com/game/nintendo-switch/daemon-x-machina 
Dairoku: Agents of Sakuratani,ND,ND,ND,853736006972,2916701,https://www.pricecharting.com/game/nintendo-switch/dairoku-agents-of-sakuratani 
Danganronpa Decadence,ND,ND,ND,811800030230,2254846,https://www.pricecharting.com/game/nintendo-switch/danganronpa-decadence 
Danganronpa Decadence Collector's Edition,ND,ND,ND,811800030247,2930941,https://www.pricecharting.com/game/nintendo-switch/danganronpa-decadence-collector's-edition 
Danmaku Unlimited 3,39.99,49.99,59.99,819976021960,58181,https://www.pricecharting.com/game/nintendo-switch/danmaku-unlimited-3 
Darius Cozmic Revelation,ND,ND,ND,,2253328,https://www.pricecharting.com/game/nintendo-switch/darius-cozmic-revelation 
Darius Cozmic Revelation Collector's Edition,ND,ND,ND,,2905816,https://www.pricecharting.com/game/nintendo-switch/darius-cozmic-revelation-collector's-edition 
Dariusburst: Another Chronicle EX+,ND,ND,ND,850010758305,2158382,https://www.pricecharting.com/game/nintendo-switch/dariusburst-another-chronicle-ex+ 
Dark Devotion,29.99,59.99,74.99,819976023209,71825,https://www.pricecharting.com/game/nintendo-switch/dark-devotion 
Dark Devotion Devoted Bundle,74.99,84.99,109.99,,72256,https://www.pricecharting.com/game/nintendo-switch/dark-devotion-devoted-bundle 
Dark Souls Remastered,29.99,29.99,39.99,045496592721,52660,https://www.pricecharting.com/game/nintendo-switch/dark-souls-remastered 
Darkest Dungeon: Ancestral Edition,17.99,19.99,29.99,819335020078,46370,https://www.pricecharting.com/game/nintendo-switch/darkest-dungeon-ancestral-edition 
Darkest Dungeon: Collector's Edition,17.99,24.99,34.99,819335020320,58292,https://www.pricecharting.com/game/nintendo-switch/darkest-dungeon-collector's-edition 
Darksiders Genesis,13.99,15.99,19.99,811994022172,68618,https://www.pricecharting.com/game/nintendo-switch/darksiders-genesis 
Darksiders Genesis Collector's Edition,64.99,64.99,159.99,811994022349,68619,https://www.pricecharting.com/game/nintendo-switch/darksiders-genesis-collector's-edition 
Darksiders Genesis Nephilim Edition,149.99,174.99,204.99,811994022356,68620,https://www.pricecharting.com/game/nintendo-switch/darksiders-genesis-nephilim-edition 
Darksiders II: Deathinitive Edition,19.99,19.99,24.99,811994022073,65167,https://www.pricecharting.com/game/nintendo-switch/darksiders-ii-deathinitive-edition 
Darksiders III,ND,ND,ND,811994023155,2513428,https://www.pricecharting.com/game/nintendo-switch/darksiders-iii 
Darksiders: Warmastered Edition,19.99,29.99,54.99,811994021984,58212,https://www.pricecharting.com/game/nintendo-switch/darksiders-warmastered-edition 
Darksiders: Warmastered Edition Misprint,29.99,34.99,44.99,,62410,https://www.pricecharting.com/game/nintendo-switch/darksiders-warmastered-edition-misprint 
Darq Collector's Edition,ND,ND,ND,,2998123,https://www.pricecharting.com/game/nintendo-switch/darq-collector's-edition 
De Blob,9.99,11.99,19.99,811994021502,47027,https://www.pricecharting.com/game/nintendo-switch/de-blob 
De Blob 2,14.99,19.99,24.99,811994021519,50098,https://www.pricecharting.com/game/nintendo-switch/de-blob-2 
Dead Cells,13.99,19.99,24.99,819335020252,50107,https://www.pricecharting.com/game/nintendo-switch/dead-cells 
Dead Cells Action Game of the Year,19.99,19.99,24.99,819335020535,71846,https://www.pricecharting.com/game/nintendo-switch/dead-cells-action-game-of-the-year 
Dead Cells Prisoner's Edition,94.99,109.99,139.99,819335020542,208293,https://www.pricecharting.com/game/nintendo-switch/dead-cells-prisoner's-edition 
Dead by Daylight,17.99,19.99,24.99,816819017197,65349,https://www.pricecharting.com/game/nintendo-switch/dead-by-daylight 
Deadly Premonition 2: A Blessing in Disguise,16.99,19.99,24.99,045496593049,90997,https://www.pricecharting.com/game/nintendo-switch/deadly-premonition-2-a-blessing-in-disguise 
Deadly Premonition Origins,19.99,24.99,29.99,853736006828,67008,https://www.pricecharting.com/game/nintendo-switch/deadly-premonition-origins 
Deadly Premonition Origins Collector's Edition,44.99,49.99,69.99,853736006880,67009,https://www.pricecharting.com/game/nintendo-switch/deadly-premonition-origins-collector's-edition 
